overall,potential,wage_eur,age,height_cm,weight_kg,international_reputation,pace,shooting,passing,dribbling,defending,physic,contribution_type,league_name,club_name,name,attacking,skill,movement,power,mentality,goalkeeping
75.0,75.0,35000.0,31.0,186.0,84.0,1.0,57.0,75.0,68.0,72.0,43.75,79.0,1.0,English Premier League,Burnley,A. Barnes,73.8,65.8,64.4,75.6,72.33333333333333,15.1
75.0,75.0,34000.0,31.0,193.0,79.0,1.0,64.2,56.2,63.6,65.8,27.5,77.8,0.0,English Premier League,Southampton,A. McCarthy,17.8,20.4,52.6,45.2,37.5,70.16666666666667
75.0,75.0,60000.0,29.0,188.0,73.0,1.0,50.0,35.0,56.0,58.0,76.0,78.0,0.0,English Premier League,Leeds United,L. Cooper,50.0,47.2,57.6,64.4,57.166666666666664,17.7
75.0,75.0,32000.0,30.0,179.0,77.0,1.0,67.0,73.0,76.0,75.0,59.75,67.0,1.0,English Premier League,Burnley,J. Guðmundsson,71.8,76.4,70.4,73.0,70.83333333333333,14.833333333333334
75.0,75.0,31000.0,34.0,178.0,76.0,2.0,67.0,76.0,75.0,78.0,40.5,64.0,1.0,French Ligue 1,AS Saint-Étienne,R. Hamouma,74.4,74.8,71.8,68.4,65.83333333333333,17.400000000000002
75.0,75.0,63000.0,31.0,183.0,82.0,1.0,66.0,72.0,74.0,73.0,59.5,75.0,1.0,English Premier League,Leeds United,M. Klich,65.4,72.2,69.2,73.8,71.5,19.150000000000002
75.0,75.0,38000.0,30.0,194.0,86.0,1.0,59.0,42.0,53.0,62.0,75.25,80.0,0.0,English Premier League,Brentford,P. Jansson,47.6,56.0,54.8,66.2,57.5,14.25
75.0,75.0,27000.0,28.0,176.0,71.0,2.0,72.0,73.0,72.0,77.0,38.75,61.0,1.0,German 1. Bundesliga,1. FC Köln,F. Kainz,66.4,72.6,76.8,69.8,60.0,16.566666666666666
75.0,75.0,52000.0,29.0,182.0,81.0,2.0,76.0,74.0,70.0,78.0,42.75,72.0,1.0,English Premier League,Crystal Palace,J. Ayew,73.2,72.0,76.0,73.4,66.66666666666667,15.466666666666667
75.0,75.0,31000.0,29.0,187.0,81.0,1.0,52.0,32.0,45.0,51.0,76.5,74.0,0.0,English Premier League,Norwich City,G. Hanley,44.6,43.4,54.8,57.2,53.5,15.733333333333334
75.0,75.0,27000.0,29.0,185.0,72.0,2.0,73.0,77.0,72.0,76.0,37.25,68.0,1.0,German 1. Bundesliga,1. FC Köln,M. Uth,71.4,75.8,73.2,74.6,64.16666666666667,15.233333333333334
75.0,75.0,33000.0,32.0,190.0,83.0,2.0,47.0,30.0,55.0,54.0,76.25,74.0,0.0,English Premier League,Newcastle United,F. Fernández,46.8,52.0,52.6,55.6,59.166666666666664,17.766666666666666
75.0,75.0,63000.0,30.0,183.0,81.0,1.0,74.0,69.0,70.0,73.0,73.25,75.0,1.0,English Premier League,Leeds United,S. Dallas,67.0,64.8,73.0,72.4,69.16666666666667,16.983333333333334
75.0,76.0,23000.0,27.0,178.0,73.0,2.0,72.0,69.0,74.0,78.0,43.25,65.0,1.0,German 1. Bundesliga,1. FSV Mainz 05,J. Boëtius,69.2,72.6,75.6,71.4,61.666666666666664,16.366666666666667
75.0,77.0,58000.0,26.0,182.0,82.0,2.0,66.0,56.0,70.0,68.0,75.5,76.0,0.0,English Premier League,Arsenal,C. Chambers,64.0,64.0,65.8,68.2,65.83333333333333,17.316666666666666
75.0,76.0,44000.0,26.0,180.0,77.0,1.0,73.0,67.0,73.0,77.0,68.5,62.0,0.0,English Premier League,Brighton & Hove Albion,S. March,64.2,72.0,74.6,65.6,64.83333333333333,16.7
75.0,80.0,44000.0,26.0,191.0,75.0,1.0,69.0,31.0,59.0,68.0,74.75,74.0,0.0,English Premier League,Brighton & Hove Albion,A. Webster,51.2,52.0,65.4,58.2,54.333333333333336,16.033333333333335
75.0,75.0,58000.0,32.0,178.0,72.0,2.0,71.0,56.0,71.0,72.0,76.0,71.0,0.0,English Premier League,Wolverhampton Wanderers,Marçal,61.8,67.6,70.6,66.4,68.0,17.150000000000002
75.0,77.0,20000.0,28.0,195.0,87.0,1.0,66.0,50.9,62.8,66.4,28.725,72.9,0.0,German 1. Bundesliga,Sport-Club Freiburg,M. Flekken,16.4,21.0,41.8,44.2,23.333333333333332,66.83333333333333
75.0,75.0,25000.0,30.0,185.0,80.0,2.0,72.0,75.0,67.0,70.0,54.75,83.0,1.0,German 1. Bundesliga,FC Augsburg,A. Hahn,73.4,62.6,68.4,81.6,65.83333333333333,18.400000000000002
75.0,75.0,25000.0,30.0,187.0,86.0,2.0,72.0,76.0,63.0,73.0,31.25,79.0,1.0,German 1. Bundesliga,FC Augsburg,F. Niederlechner,69.8,61.8,71.0,75.6,67.16666666666667,17.233333333333334
75.0,76.0,23000.0,27.0,183.0,80.0,2.0,77.0,62.0,62.0,70.0,75.25,80.0,1.0,German 1. Bundesliga,1. FSV Mainz 05,D. Kohr,57.4,61.0,72.0,75.4,65.33333333333333,14.383333333333333
75.0,75.0,29000.0,27.0,184.0,85.0,2.0,71.0,68.0,73.0,76.0,72.0,75.0,1.0,French Ligue 1,OGC Nice,M. Lemina,68.4,73.2,72.2,72.6,71.0,17.416666666666668
75.0,76.0,18000.0,28.0,170.0,65.0,1.0,72.0,49.0,68.0,73.0,72.5,75.0,1.0,French Ligue 1,FC Lorient,L. Abergel,54.6,60.6,75.6,70.4,63.0,16.466666666666665
75.0,75.0,22000.0,28.0,183.0,79.0,2.0,78.0,61.0,69.0,73.0,71.0,78.0,0.0,German 1. Bundesliga,1. FSV Mainz 05,S. Widmer,63.2,67.6,74.0,77.0,65.83333333333333,14.683333333333332
75.0,75.0,22000.0,29.0,170.0,72.0,1.0,73.0,59.0,66.0,75.0,74.5,69.0,0.0,German 1. Bundesliga,VfL Bochum 1848,Danilo,61.4,65.4,78.0,70.0,63.333333333333336,17.016666666666666
75.0,76.0,23000.0,25.0,168.0,69.0,2.0,92.0,70.0,66.0,79.0,31.5,65.0,1.0,French Ligue 1,FC Nantes,M. Simon,67.4,63.6,86.6,74.4,57.833333333333336,16.033333333333335
75.0,78.0,66000.0,25.0,183.0,75.0,2.0,86.0,71.0,67.0,79.0,38.75,55.0,1.0,English Premier League,Everton,D. Gray,58.8,69.6,79.8,63.2,53.833333333333336,16.966666666666665
75.0,77.0,16000.0,24.0,180.0,70.0,2.0,77.0,73.0,71.0,75.0,45.0,57.0,1.0,French Ligue 1,Stade Brestois 29,F. Honorat,70.0,67.8,72.6,70.2,61.666666666666664,18.016666666666666
75.0,76.0,26000.0,28.0,180.0,75.0,1.0,71.0,29.0,60.0,67.0,75.0,82.0,0.0,French Ligue 1,Racing Club de Lens,J. Gradit,49.2,51.4,70.2,67.0,59.666666666666664,16.066666666666666
75.0,80.0,19000.0,24.0,185.0,73.0,1.0,75.0,69.0,72.0,73.0,71.5,70.0,0.0,French Ligue 1,Montpellier Hérault SC,J. Sambia,67.0,72.8,74.2,76.2,66.66666666666667,17.133333333333333
75.0,79.0,24000.0,24.0,189.0,82.0,2.0,71.0,29.0,50.0,45.0,78.75,71.0,0.0,German 1. Bundesliga,TSG Hoffenheim,S. Posch,46.4,38.4,63.0,55.6,53.5,13.066666666666668
75.0,80.0,34000.0,24.0,193.0,88.0,1.0,64.2,56.2,63.6,65.8,30.5,77.8,0.0,French Ligue 1,AS Monaco,A. Nübel,17.6,19.2,51.4,48.2,20.5,70.0
75.0,83.0,33000.0,23.0,196.0,94.0,1.0,73.0,55.0,61.0,68.0,75.0,83.0,0.0,English Premier League,Brentford,K. Ajer,60.0,62.0,58.6,67.4,63.0,15.433333333333332
75.0,77.0,17000.0,27.0,177.0,68.0,1.0,60.0,49.0,71.0,71.0,72.0,73.0,0.0,French Ligue 1,Stade Brestois 29,H. Belkebla,56.4,68.4,64.8,63.2,66.66666666666667,19.016666666666666
75.0,82.0,28000.0,23.0,177.0,70.0,1.0,72.0,68.0,72.0,78.0,38.75,51.0,1.0,English Premier League,Norwich City,T. Cantwell,63.6,72.8,74.0,58.4,60.166666666666664,17.666666666666668
75.0,80.0,23000.0,23.0,191.0,74.0,1.0,53.0,32.0,51.0,49.0,75.0,80.0,0.0,French Ligue 1,AS Saint-Étienne,H. Moukoudi,44.6,44.0,50.4,57.8,57.5,17.55
75.0,78.0,20000.0,24.0,189.0,84.0,1.0,66.0,46.0,57.0,64.0,76.25,79.0,0.0,German 1. Bundesliga,VfB Stuttgart,W. Anton,53.2,54.6,63.2,67.0,61.666666666666664,17.216666666666665
75.0,80.0,18000.0,23.0,178.0,76.0,1.0,68.0,65.0,71.0,76.0,71.75,73.0,0.0,German 1. Bundesliga,FC Augsburg,N. Dorsch,65.2,67.8,74.6,70.4,69.83333333333333,14.633333333333333
75.0,78.0,18000.0,25.0,172.0,65.0,1.0,77.0,68.0,72.0,79.0,38.75,65.0,1.0,French Ligue 1,Stade Brestois 29,R. Del Castillo,68.2,73.4,79.0,69.4,63.833333333333336,16.466666666666665
75.0,79.0,23000.0,24.0,188.0,73.0,1.0,67.0,64.0,68.0,72.0,72.25,78.0,1.0,French Ligue 1,OGC Nice,P. Rosario,61.8,64.2,68.0,75.2,68.33333333333333,14.533333333333333
75.0,78.0,17000.0,26.0,185.0,77.0,1.0,66.0,61.0,67.0,65.0,76.0,76.0,0.0,French Ligue 1,FC Metz,D. Bronn,63.6,64.0,65.6,72.8,67.5,14.5
75.0,78.0,21000.0,25.0,176.0,71.0,1.0,79.0,48.0,68.0,75.0,70.0,71.0,0.0,French Ligue 1,Stade de Reims,G. Konan,60.8,63.8,76.0,64.4,65.0,12.816666666666668
75.0,78.0,16000.0,25.0,180.0,73.0,1.0,90.0,71.0,63.0,77.0,26.0,74.0,1.0,French Ligue 1,FC Girondins de Bordeaux,A. Elis,66.8,66.0,79.8,72.8,64.5,14.683333333333332
75.0,80.0,21000.0,22.0,184.0,77.0,1.0,78.0,33.0,60.0,68.0,75.75,75.0,0.0,French Ligue 1,Racing Club de Lens,F. Medina,51.8,52.6,72.2,55.6,64.5,15.983333333333334
75.0,78.0,16000.0,25.0,181.0,80.0,1.0,59.0,55.0,67.0,68.0,71.25,86.0,1.0,French Ligue 1,FC Metz,H. Maïga,56.0,64.8,64.2,77.0,67.5,16.349999999999998
75.0,83.0,26000.0,21.0,186.0,76.0,1.0,76.0,72.0,68.0,76.0,59.25,69.0,1.0,English Premier League,Newcastle United,J. Willock,68.4,66.8,74.6,67.8,68.5,14.733333333333334
75.0,80.0,23000.0,24.0,180.0,63.0,1.0,65.0,60.0,67.0,76.0,72.5,67.0,0.0,French Ligue 1,AS Saint-Étienne,Y. Neyou,59.4,65.0,68.2,65.4,71.66666666666667,16.216666666666665
75.0,77.0,19000.0,25.0,176.0,69.0,1.0,91.0,72.0,67.0,73.0,48.5,79.0,1.0,French Ligue 1,ESTAC Troyes,Mama Baldé,70.8,64.0,83.2,77.4,65.83333333333333,15.299999999999999
75.0,83.0,20000.0,22.0,179.0,68.0,2.0,83.0,69.0,67.0,79.0,52.25,65.0,1.0,German 1. Bundesliga,FC Augsburg,R. Vargas,67.0,66.2,84.0,74.0,59.166666666666664,13.883333333333333
75.0,81.0,33000.0,23.0,183.0,70.0,1.0,87.0,58.0,66.0,72.0,73.25,81.0,1.0,English Premier League,Brentford,F. Onyeka,61.4,61.4,81.6,71.4,68.5,15.766666666666666
75.0,83.0,21000.0,21.0,178.0,69.0,1.0,81.0,42.0,64.0,75.0,71.25,71.0,0.0,English Premier League,Norwich City,M. Aarons,54.8,58.6,77.8,58.0,61.333333333333336,14.316666666666668
75.0,85.0,44000.0,20.0,178.0,70.0,1.0,62.0,46.0,67.0,67.0,72.5,70.0,0.0,English Premier League,Tottenham Hotspur,O. Skipp,51.2,60.6,66.0,60.6,64.5,14.366666666666667
75.0,83.0,16000.0,22.0,180.0,69.0,2.0,74.0,72.0,73.0,78.0,61.75,63.0,1.0,French Ligue 1,Stade Brestois 29,R. Faivre,66.4,77.2,73.6,69.8,69.33333333333333,19.349999999999998
75.0,81.0,25000.0,20.0,186.0,78.0,1.0,62.0,70.0,75.0,74.0,64.5,66.0,1.0,French Ligue 1,FC Girondins de Bordeaux,Y. Adli,67.2,74.2,64.8,69.6,69.83333333333333,17.066666666666666
75.0,80.0,23000.0,23.0,178.0,69.0,1.0,63.0,57.0,67.0,71.0,72.75,72.0,0.0,French Ligue 1,AS Saint-Étienne,M. Camara,61.0,65.8,67.8,64.6,67.0,13.883333333333333
75.0,84.0,41000.0,20.0,192.0,85.0,2.0,70.0,33.0,62.0,66.0,75.75,77.0,0.0,French Ligue 1,Olympique de Marseille,W. Saliba,49.8,59.2,64.0,62.4,62.0,14.533333333333333
75.0,85.0,36000.0,21.0,187.0,82.0,1.0,68.0,36.0,62.0,64.0,75.75,77.0,0.0,German 1. Bundesliga,RB Leipzig,M. Simakan,50.8,55.4,64.8,63.0,62.166666666666664,15.066666666666668
75.0,79.0,18000.0,23.0,191.0,84.0,1.0,68.0,32.0,53.0,55.0,78.25,74.0,0.0,German 1. Bundesliga,DSC Arminia Bielefeld,A. Pieper,46.6,46.4,61.2,58.8,57.333333333333336,16.966666666666665
75.0,79.0,18000.0,24.0,181.0,67.0,1.0,81.0,55.0,68.0,72.0,71.75,71.0,0.0,German 1. Bundesliga,FC Augsburg,Iago,61.0,62.4,74.6,65.4,66.16666666666667,17.133333333333333
75.0,83.0,19000.0,19.0,173.0,63.0,1.0,74.0,55.0,70.0,73.0,72.25,69.0,0.0,French Ligue 1,Stade Rennais FC,A. Truffert,62.2,66.8,74.0,65.4,66.16666666666667,12.299999999999999
74.0,74.0,16000.0,36.0,178.0,72.0,2.0,34.0,46.0,63.0,62.0,72.5,77.0,1.0,French Ligue 1,Racing Club de Lens,Y. Cahuzac,53.4,57.4,54.0,64.2,68.0,19.183333333333334
74.0,74.0,21000.0,34.0,183.0,79.0,2.0,48.0,69.0,76.0,70.0,69.5,72.0,0.0,French Ligue 1,Angers SCO,T. Mangani,68.8,74.4,58.2,73.6,73.16666666666667,16.983333333333334
74.0,74.0,39000.0,31.0,188.0,83.0,1.0,54.0,52.0,67.0,66.0,76.75,71.0,0.0,English Premier League,Crystal Palace,J. Ward,59.2,55.8,60.2,65.6,65.66666666666667,14.65
74.0,74.0,30000.0,31.0,172.0,76.0,1.0,65.0,73.0,75.0,76.0,67.0,69.0,0.0,English Premier League,Newcastle United,M. Ritchie,67.2,74.8,70.4,71.6,73.66666666666667,17.733333333333334
74.0,74.0,43000.0,31.0,175.0,67.0,2.0,60.0,69.0,74.0,73.0,60.0,65.0,1.0,English Premier League,Watford,T. Cleverley,66.0,68.6,67.8,67.4,70.33333333333333,17.533333333333335
74.0,74.0,19000.0,31.0,176.0,70.0,1.0,45.0,47.0,70.0,73.0,75.25,72.0,0.0,French Ligue 1,Angers SCO,V. Manceau,61.0,63.8,62.4,65.8,66.0,17.466666666666665
74.0,74.0,34000.0,29.0,181.0,78.0,2.0,70.0,56.0,74.0,71.0,73.25,71.0,0.0,German 1. Bundesliga,Hertha BSC,M. Plattenhardt,62.2,76.2,70.2,70.6,64.83333333333333,18.099999999999998
74.0,74.0,20000.0,31.0,183.0,77.0,1.0,64.0,54.0,65.0,67.0,74.75,75.0,0.0,German 1. Bundesliga,SpVgg Greuther Fürth,N. Viergever,60.2,58.6,66.0,67.6,64.16666666666667,14.716666666666667
74.0,74.0,21000.0,29.0,192.0,88.0,2.0,40.0,38.0,52.0,49.0,75.0,73.0,0.0,German 1. Bundesliga,1. FSV Mainz 05,S. Bell,49.2,46.4,43.6,60.6,56.333333333333336,16.316666666666666
74.0,74.0,16000.0,32.0,186.0,83.0,1.0,65.2,50.8,63.1,65.8,31.55,70.1,0.0,German 1. Bundesliga,VfL Bochum 1848,M. Riemann,23.2,34.2,57.2,50.0,41.833333333333336,69.33333333333333
74.0,76.0,39000.0,27.0,185.0,75.0,1.0,53.0,42.0,61.0,67.0,75.5,73.0,0.0,English Premier League,Southampton,J. Stephens,52.4,63.4,59.4,62.0,58.666666666666664,16.983333333333334
74.0,74.0,27000.0,29.0,190.0,86.0,1.0,54.0,73.0,54.0,69.0,26.5,76.0,1.0,German 1. Bundesliga,1. FC Köln,S. Andersson,66.8,52.4,60.2,72.6,62.0,16.233333333333334
74.0,74.0,23000.0,29.0,183.0,72.0,2.0,74.0,56.0,66.0,69.0,71.0,69.0,0.0,German 1. Bundesliga,Eintracht Frankfurt,E. Durm,59.8,59.4,71.2,66.6,65.66666666666667,17.216666666666665
74.0,74.0,21000.0,29.0,187.0,79.0,1.0,58.0,51.0,62.0,65.0,72.75,79.0,0.0,German 1. Bundesliga,DSC Arminia Bielefeld,M. Prietl,52.4,57.2,62.4,66.2,64.0,15.816666666666668
74.0,74.0,21000.0,27.0,175.0,67.0,2.0,79.0,66.0,72.0,79.0,28.75,50.0,1.0,French Ligue 1,Angers SCO,S. Boufal,62.4,72.2,78.8,55.2,58.833333333333336,15.983333333333334
74.0,75.0,24000.0,27.0,188.0,84.0,2.0,48.0,43.0,58.0,62.0,75.5,80.0,1.0,German 1. Bundesliga,1. FC Union Berlin,R. Khedira,49.2,53.6,57.0,67.8,62.5,16.066666666666666
74.0,74.0,26000.0,30.0,179.0,68.0,2.0,84.0,66.0,70.0,78.0,44.5,53.0,1.0,German 1. Bundesliga,1. FC Union Berlin,G. Haraguchi,63.4,68.6,82.2,64.4,56.5,16.400000000000002
74.0,78.0,27000.0,25.0,183.0,75.0,1.0,70.8,63.5,65.2,71.6,26.0,68.5,0.0,English Premier League,Brentford,David Raya,22.2,24.0,58.2,41.6,31.833333333333332,69.83333333333333
74.0,81.0,20000.0,24.0,190.0,83.0,1.0,66.0,50.9,62.8,66.4,29.475,72.9,0.0,English Premier League,Newcastle United,F. Woodman,18.4,18.6,48.4,38.2,30.333333333333332,68.0
74.0,77.0,16000.0,26.0,194.0,96.0,1.0,65.2,50.8,63.1,65.8,28.55,70.1,0.0,German 1. Bundesliga,1. FSV Mainz 05,R. Zentner,18.8,17.6,55.6,45.8,24.166666666666668,70.66666666666667
74.0,79.0,31000.0,23.0,170.0,66.0,1.0,91.0,40.0,60.0,73.0,68.75,70.0,0.0,English Premier League,Brentford,R. Henry,48.8,55.6,86.6,62.0,62.333333333333336,16.733333333333334
74.0,76.0,19000.0,26.0,190.0,83.0,2.0,64.0,73.0,62.0,68.0,41.0,80.0,1.0,French Ligue 1,Stade Brestois 29,S. Mounié,70.8,58.8,61.2,78.0,65.83333333333333,17.3
74.0,75.0,39000.0,27.0,191.0,87.0,1.0,62.0,42.0,66.0,68.0,73.0,73.0,0.0,English Premier League,Watford,A. Masina,56.4,61.8,59.4,64.6,59.833333333333336,16.483333333333334
74.0,74.0,27000.0,30.0,187.0,77.0,1.0,80.0,71.0,68.0,70.0,40.25,80.0,1.0,French Ligue 1,Racing Club de Lens,F. Sotoca,71.4,66.2,72.0,78.6,65.5,18.066666666666666
74.0,79.0,25000.0,23.0,183.0,85.0,1.0,78.0,73.0,60.0,70.0,26.75,76.0,1.0,German 1. Bundesliga,1. FC Union Berlin,T. Awoniyi,67.8,57.4,73.8,73.6,61.0,14.566666666666668
74.0,79.0,28000.0,24.0,168.0,70.0,1.0,63.0,47.0,61.0,69.0,76.5,72.0,1.0,German 1. Bundesliga,Hertha BSC,S. Ascacíbar,50.6,57.0,74.0,68.2,62.666666666666664,14.5
74.0,74.0,21000.0,33.0,181.0,77.0,1.0,54.0,70.0,79.0,73.0,61.25,70.0,1.0,French Ligue 1,RC Strasbourg Alsace,D. Liénard,69.8,77.4,62.8,72.2,72.5,17.983333333333334
74.0,79.0,28000.0,23.0,177.0,76.0,1.0,83.0,40.0,61.0,69.0,72.0,80.0,0.0,German 1. Bundesliga,Hertha BSC,D. Zeefuik,53.4,56.0,76.6,67.8,63.833333333333336,13.333333333333334
74.0,78.0,17000.0,24.0,178.0,68.0,1.0,64.0,47.0,71.0,74.0,70.5,64.0,0.0,German 1. Bundesliga,1. FSV Mainz 05,Aarón,59.2,67.0,69.8,63.2,62.333333333333336,17.683333333333334
74.0,78.0,26000.0,25.0,178.0,71.0,1.0,82.0,48.0,65.0,70.0,71.25,67.0,0.0,English Premier League,Norwich City,D. Giannoulis,57.6,62.2,76.4,61.4,62.333333333333336,15.933333333333332
74.0,80.0,16000.0,24.0,186.0,74.0,1.0,72.0,52.0,67.0,68.0,71.75,72.0,0.0,French Ligue 1,RC Strasbourg Alsace,A. Caci,63.0,62.4,69.8,64.6,63.166666666666664,15.683333333333332
74.0,80.0,37000.0,23.0,177.0,65.0,1.0,82.0,68.0,66.0,80.0,34.0,65.0,1.0,English Premier League,Southampton,M. Djenepo,63.8,68.2,81.0,70.8,61.0,16.416666666666668
74.0,82.0,31000.0,22.0,186.0,79.0,1.0,69.0,57.0,71.0,75.0,69.25,71.0,0.0,German 1. Bundesliga,FC Augsburg,A. Maier,55.0,64.0,70.0,67.6,62.5,15.733333333333334
74.0,82.0,21000.0,22.0,187.0,73.0,1.0,82.0,69.0,60.0,77.0,28.5,61.0,1.0,French Ligue 1,FC Nantes,R. Kolo Muani,64.2,67.4,73.0,68.6,53.0,14.816666666666668
74.0,78.0,31000.0,23.0,176.0,74.0,1.0,76.0,70.0,65.0,77.0,24.75,61.0,1.0,German 1. Bundesliga,Hertha BSC,M. Richter,65.6,61.4,77.4,68.6,54.0,15.4
74.0,82.0,53000.0,21.0,182.0,74.0,1.0,71.0,69.0,70.0,73.0,58.75,66.0,1.0,English Premier League,Crystal Palace,C. Gallagher,60.4,67.0,69.8,69.0,67.16666666666667,15.633333333333333
74.0,75.0,37000.0,28.0,194.0,79.0,1.0,68.0,37.0,57.0,60.0,74.0,79.0,0.0,English Premier League,Brentford,E. Pinnock,50.0,51.8,64.8,63.6,59.833333333333336,14.25
74.0,79.0,41000.0,23.0,175.0,66.0,1.0,88.0,72.0,60.0,76.0,37.0,68.0,1.0,English Premier League,Watford,E. Dennis,68.8,62.2,84.2,74.8,54.5,16.7
74.0,81.0,25000.0,21.0,185.0,85.0,1.0,76.0,50.0,65.0,68.0,71.5,77.0,0.0,German 1. Bundesliga,Bayer 04 Leverkusen,M. Bakker,58.0,62.2,69.2,70.2,62.166666666666664,15.4
74.0,79.0,24000.0,22.0,179.0,82.0,1.0,82.0,74.0,58.0,75.0,26.0,68.0,1.0,French Ligue 1,Racing Club de Lens,I. Ganago,65.8,60.8,77.6,72.2,58.666666666666664,15.233333333333334
74.0,82.0,24000.0,22.0,187.0,76.0,1.0,71.0,36.0,57.0,64.0,74.5,75.0,0.0,French Ligue 1,Olympique de Marseille,L. Balerdi,50.4,53.6,66.4,61.4,55.5,16.900000000000002
74.0,82.0,32000.0,21.0,171.0,75.0,1.0,83.0,73.0,69.0,74.0,37.25,63.0,1.0,English Premier League,Brentford,B. Mbeumo,68.4,68.8,80.2,68.2,59.666666666666664,17.833333333333332
74.0,82.0,9000.0,18.0,181.0,72.0,1.0,70.0,64.0,74.0,75.0,56.25,59.0,1.0,French Ligue 1,AS Saint-Étienne,A. Aouchiche,62.0,72.6,69.8,65.0,62.166666666666664,14.816666666666668
74.0,82.0,17000.0,22.0,188.0,82.0,2.0,74.0,74.0,53.0,70.0,20.75,75.0,1.0,French Ligue 1,FC Lorient,T. Moffi,66.2,56.0,66.4,75.0,53.833333333333336,17.333333333333332
74.0,82.0,24000.0,21.0,191.0,89.0,1.0,60.0,29.0,54.0,62.0,74.5,77.0,0.0,French Ligue 1,Stade Rennais FC,L. Badé,44.4,49.2,56.4,58.8,56.833333333333336,14.066666666666668
73.0,73.0,15000.0,34.0,175.0,71.0,2.0,37.0,58.0,69.0,68.0,71.5,75.0,1.0,French Ligue 1,FC Lorient,F. Lemoine,61.6,65.4,57.4,73.0,67.5,16.849999999999998
73.0,73.0,45000.0,30.0,185.0,73.0,2.0,71.0,72.0,67.0,72.0,39.0,66.0,1.0,English Premier League,Brighton & Hove Albion,D. Welbeck,70.6,66.2,68.8,67.6,65.66666666666667,16.416666666666668
73.0,74.0,24000.0,29.0,185.0,75.0,2.0,67.0,37.0,68.0,60.0,73.0,77.0,0.0,French Ligue 1,AS Saint-Étienne,T. Kolodziejczak,54.6,56.8,64.0,65.0,64.16666666666667,16.066666666666666
73.0,73.0,19000.0,30.0,175.0,67.0,2.0,72.0,62.0,71.0,71.0,72.75,62.0,0.0,French Ligue 1,FC Nantes,S. Corchia,59.4,74.0,71.8,66.4,66.0,14.633333333333333
73.0,73.0,22000.0,33.0,194.0,93.0,1.0,63.0,73.0,61.0,61.0,35.0,81.0,1.0,German 1. Bundesliga,DSC Arminia Bielefeld,F. Klos,68.2,57.4,56.8,74.4,68.5,14.549999999999999
73.0,73.0,15000.0,31.0,177.0,69.0,1.0,71.0,61.0,66.0,71.0,70.25,69.0,0.0,French Ligue 1,FC Lorient,V. Le Goff,59.2,61.2,72.8,68.8,62.166666666666664,15.683333333333332
73.0,73.0,28000.0,30.0,178.0,73.0,1.0,63.0,66.0,74.0,74.0,68.25,64.0,1.0,English Premier League,Norwich City,L. Rupp,64.2,70.6,70.4,67.6,67.16666666666667,14.0
73.0,73.0,22000.0,28.0,179.0,76.0,1.0,77.0,51.0,62.0,70.0,69.25,78.0,0.0,French Ligue 1,Racing Club de Lens,M. Haïdara,55.2,61.4,73.2,72.8,62.5,17.216666666666665
73.0,73.0,22000.0,31.0,181.0,75.0,2.0,68.0,74.0,70.0,73.0,31.5,66.0,1.0,French Ligue 1,Montpellier Hérault SC,V. Germain,72.6,69.2,73.8,73.6,66.0,16.216666666666665
73.0,73.0,18000.0,27.0,177.0,87.0,2.0,72.0,65.0,73.0,73.0,70.25,72.0,0.0,German 1. Bundesliga,SpVgg Greuther Fürth,J. Willems,65.4,72.2,70.6,72.6,65.5,17.3
73.0,77.0,12000.0,27.0,188.0,82.0,1.0,57.1,40.6,53.5,58.6,26.425,75.0,0.0,French Ligue 1,FC Lorient,P. Nardi,16.4,16.4,50.6,39.2,26.833333333333332,68.33333333333333
73.0,74.0,15000.0,26.0,177.0,69.0,1.0,72.0,57.0,69.0,67.0,69.5,75.0,0.0,French Ligue 1,Stade Brestois 29,J. Uronen,60.0,68.0,71.4,74.2,63.166666666666664,14.85
73.0,73.0,15000.0,33.0,179.0,69.0,1.0,56.0,63.0,65.0,71.0,71.75,78.0,0.0,French Ligue 1,Clermont Foot 63,J. Gastien,57.4,64.0,67.0,71.6,67.66666666666667,16.183333333333334
73.0,73.0,22000.0,28.0,185.0,76.0,1.0,73.0,73.0,65.0,74.0,23.5,65.0,1.0,German 1. Bundesliga,SpVgg Greuther Fürth,B. Hrgota,68.4,66.2,71.2,71.6,55.666666666666664,15.049999999999999
73.0,73.0,15000.0,29.0,184.0,70.0,1.0,56.0,62.0,71.0,68.0,69.25,76.0,1.0,French Ligue 1,ESTAC Troyes,F. Tardieu,62.2,68.0,64.0,73.4,67.0,18.183333333333334
73.0,75.0,33000.0,27.0,187.0,77.0,1.0,62.0,57.0,68.0,69.0,72.5,74.0,1.0,English Premier League,Brentford,C. Nørgaard,62.4,67.8,65.4,67.6,67.33333333333333,16.933333333333334
73.0,75.0,18000.0,27.0,185.0,78.0,1.0,60.0,32.0,54.0,55.0,73.25,74.0,0.0,German 1. Bundesliga,DSC Arminia Bielefeld,J. Nilsson,46.8,45.0,64.0,59.6,53.333333333333336,17.466666666666665
73.0,75.0,20000.0,26.0,180.0,75.0,1.0,71.0,42.0,66.0,69.0,72.75,68.0,0.0,German 1. Bundesliga,Eintracht Frankfurt,C. Lenz,53.4,65.0,70.4,61.4,58.0,16.05
